AWW	 Helen	 f	 protag	 comedy	 AY	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AY	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 OW	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 OW	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AW	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AY	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AW	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 OW	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 OW	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 UH	 monophthong	 back	 rounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 EY	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AY	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AY	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AY	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AY	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 UH	 monophthong	 back	 rounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 OW	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AY	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 UH	 monophthong	 back	 rounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 OW	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 OW	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 OW	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AW	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 OW	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 EY	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AY	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AY	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 EY	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 EY	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AW	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AY	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 OW	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 OW	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AY	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 OW	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AY	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 OW	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 EY	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 OW	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AY	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 OW	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 EY	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 OW	 diphthong			
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 LORDS.DUMAINE.1	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
